2016-12-16 22:26:15,500 [MainThread:6772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:40:50,848 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.429) ALTER TABLE `blog_user_groups` ADD CONSTRAINT `blog_user_groups_group_id_17533145_fk_auth_group_id` FOREIGN KEY (`group_id`) REFERENCES `auth_group` (`id`); args=[]
2016-12-16 22:40:50,849 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_user_user_permissions` ADD CONSTRAINT `blog_user_user_permissions_user_id_528ed84c_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); (params [])
2016-12-16 22:40:51,299 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.447) ALTER TABLE `blog_user_user_permissions` ADD CONSTRAINT `blog_user_user_permissions_user_id_528ed84c_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); args=[]
2016-12-16 22:40:51,299 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_user_user_permissions` ADD CONSTRAINT `blog_user_user_permi_permission_id_7c26d92_fk_auth_permission_id` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); (params [])
2016-12-16 22:40:51,759 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.457) ALTER TABLE `blog_user_user_permissions` ADD CONSTRAINT `blog_user_user_permi_permission_id_7c26d92_fk_auth_permission_id` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); args=[]
2016-12-16 22:40:51,759 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_article_id_484cf50b_fk_blog_article_id` FOREIGN KEY (`article_id`) REFERENCES `blog_article` (`id`); (params [])
2016-12-16 22:40:52,157 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.397) ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_article_id_484cf50b_fk_blog_article_id` FOREIGN KEY (`article_id`) REFERENCES `blog_article` (`id`); args=[]
2016-12-16 22:40:52,158 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_pid_id_36aa5e28_fk_blog_comment_id` FOREIGN KEY (`pid_id`) REFERENCES `blog_comment` (`id`); (params [])
2016-12-16 22:40:52,608 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.448) ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_pid_id_36aa5e28_fk_blog_comment_id` FOREIGN KEY (`pid_id`) REFERENCES `blog_comment` (`id`); args=[]
2016-12-16 22:40:52,609 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_user_id_47f3b573_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); (params [])
2016-12-16 22:40:53,088 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.476) ALTER TABLE `blog_comment` ADD CONSTRAINT `blog_comment_user_id_47f3b573_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); args=[]
2016-12-16 22:40:53,089 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_article_tag` ADD CONSTRAINT `blog_article_tag_article_id_4cf54675_fk_blog_article_id` FOREIGN KEY (`article_id`) REFERENCES `blog_article` (`id`); (params [])
2016-12-16 22:40:53,509 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.416) ALTER TABLE `blog_article_tag` ADD CONSTRAINT `blog_article_tag_article_id_4cf54675_fk_blog_article_id` FOREIGN KEY (`article_id`) REFERENCES `blog_article` (`id`); args=[]
2016-12-16 22:40:53,509 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_article_tag` ADD CONSTRAINT `blog_article_tag_tag_id_7f711bf5_fk_blog_tag_id` FOREIGN KEY (`tag_id`) REFERENCES `blog_tag` (`id`); (params [])
2016-12-16 22:40:53,999 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.488) ALTER TABLE `blog_article_tag` ADD CONSTRAINT `blog_article_tag_tag_id_7f711bf5_fk_blog_tag_id` FOREIGN KEY (`tag_id`) REFERENCES `blog_tag` (`id`); args=[]
2016-12-16 22:40:53,999 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- CREATE INDEX `blog_article_e8701ad4` ON `blog_article` (`user_id`); (params [])
2016-12-16 22:40:54,160 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.160) CREATE INDEX `blog_article_e8701ad4` ON `blog_article` (`user_id`); args=[]
2016-12-16 22:40:54,161 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `blog_article` ADD CONSTRAINT `blog_article_user_id_60c35d4c_fk_blog_catagory_id` FOREIGN KEY (`user_id`) REFERENCES `blog_catagory` (`id`); (params [])
2016-12-16 22:40:54,759 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.596) ALTER TABLE `blog_article` ADD CONSTRAINT `blog_article_user_id_60c35d4c_fk_blog_catagory_id` FOREIGN KEY (`user_id`) REFERENCES `blog_catagory` (`id`); args=[]
2016-12-16 22:40:54,763 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-12-16 22:40:54,766 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('blog', '0001_initial', '2016-12-16 14:40:54.764000'); args=['blog', u'0001_initial', u'2016-12-16 14:40:54.764000']
2016-12-16 22:40:54,809 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- CREATE TABLE `django_admin_log` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `action_time` datetime NOT NULL, `object_id` longtext NULL, `object_repr` varchar(200) NOT NULL, `action_flag` smallint UNSIGNED NOT NULL, `change_message` longtext NOT NULL, `content_type_id` integer NULL, `user_id` integer NOT NULL); (params None)
2016-12-16 22:40:54,979 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.169) CREATE TABLE `django_admin_log` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `action_time` datetime NOT NULL, `object_id` longtext NULL, `object_repr` varchar(200) NOT NULL, `action_flag` smallint UNSIGNED NOT NULL, `change_message` longtext NOT NULL, `content_type_id` integer NULL, `user_id` integer NOT NULL); args=None
2016-12-16 22:40:54,982 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT engine FROM information_schema.tables WHERE table_name = 'django_admin_log'; args=[u'django_admin_log']
2016-12-16 22:40:54,983 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin__content_type_id_5151027a_fk_django_content_type_id` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); (params [])
2016-12-16 22:40:55,408 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.422) ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin__content_type_id_5151027a_fk_django_content_type_id` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); args=[]
2016-12-16 22:40:55,410 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_user_id_1c5f563_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); (params [])
2016-12-16 22:40:55,858 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.448) ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_user_id_1c5f563_fk_blog_user_id` FOREIGN KEY (`user_id`) REFERENCES `blog_user` (`id`); args=[]
2016-12-16 22:40:55,862 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-12-16 22:40:55,865 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('admin', '0001_initial', '2016-12-16 14:40:55.864000'); args=['admin', u'0001_initial', u'2016-12-16 14:40:55.864000']
2016-12-16 22:40:55,923 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- CREATE TABLE `django_session` (`session_key` varchar(40) NOT NULL PRIMARY KEY, `session_data` longtext NOT NULL, `expire_date` datetime NOT NULL); (params None)
2016-12-16 22:40:56,088 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.165) CREATE TABLE `django_session` (`session_key` varchar(40) NOT NULL PRIMARY KEY, `session_data` longtext NOT NULL, `expire_date` datetime NOT NULL); args=None
2016-12-16 22:40:56,092 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT engine FROM information_schema.tables WHERE table_name = 'django_session'; args=[u'django_session']
2016-12-16 22:40:56,094 [MainThread:8620] [django.db.backends.schema:98] [schema:execute] [DEBUG]- CREATE INDEX `django_session_de54fa62` ON `django_session` (`expire_date`); (params [])
2016-12-16 22:40:56,240 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.144) CREATE INDEX `django_session_de54fa62` ON `django_session` (`expire_date`); args=[]
2016-12-16 22:40:56,244 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-12-16 22:40:56,247 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('sessions', '0001_initial', '2016-12-16 14:40:56.246000'); args=['sessions', u'0001_initial', u'2016-12-16 14:40:56.246000']
2016-12-16 22:40:56,283 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2016-12-16 22:40:56,286 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2016-12-16 22:40:56,289 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('admin', 'logentry'); args=['admin', 'logentry']
2016-12-16 22:40:56,325 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2016-12-16 22:40:56,328 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add log entry', 1, 'add_logentry'), ('Can change log entry', 1, 'change_logentry'), ('Can delete log entry', 1, 'delete_logentry'); args=(u'Can add log entry', 1, u'add_logentry', u'Can change log entry', 1, u'change_logentry', u'Can delete log entry', 1, u'delete_logentry')
2016-12-16 22:40:56,378 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
2016-12-16 22:40:56,382 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2016-12-16 22:40:56,385 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2016-12-16 22:40:56,390 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('auth', 'permission'); args=['auth', 'permission']
2016-12-16 22:40:56,420 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2016-12-16 22:40:56,423 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2016-12-16 22:40:56,426 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('auth', 'group'); args=['auth', 'group']
2016-12-16 22:40:56,454 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (2, 3) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3)
2016-12-16 22:40:56,460 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add permission', 2, 'add_permission'), ('Can change permission', 2, 'change_permission'), ('Can delete permission', 2, 'delete_permission'), ('Can add group', 3, 'add_group'), ('Can change group', 3, 'change_group'), ('Can delete group', 3, 'delete_group'); args=(u'Can add permission', 2, u'add_permission', u'Can change permission', 2, u'change_permission', u'Can delete permission', 2, u'delete_permission', u'Can add group', 3, u'add_group', u'Can change group', 3, u'change_group', u'Can delete group', 3, u'delete_group')
2016-12-16 22:40:56,490 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
2016-12-16 22:40:56,493 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2016-12-16 22:40:56,496 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2016-12-16 22:40:56,500 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('contenttypes', 'contenttype'); args=['contenttypes', 'contenttype']
2016-12-16 22:40:56,530 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2016-12-16 22:40:56,535 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add content type', 4, 'add_contenttype'), ('Can change content type', 4, 'change_contenttype'), ('Can delete content type', 4, 'delete_contenttype'); args=(u'Can add content type', 4, u'add_contenttype', u'Can change content type', 4, u'change_contenttype', u'Can delete content type', 4, u'delete_contenttype')
2016-12-16 22:40:56,559 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
2016-12-16 22:40:56,563 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2016-12-16 22:40:56,566 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2016-12-16 22:40:56,569 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('sessions', 'session'); args=['sessions', 'session']
2016-12-16 22:40:56,601 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2016-12-16 22:40:56,604 [MainThread:8620] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add session', 5, 'add_session'), ('Can change session', 5, 'change_session'), ('Can delete session', 5, 'delete_session'); args=(u'Can add session', 5, u'add_session', u'Can change session', 5, u'change_session', u'Can delete session', 5, u'delete_session')
